,laptop_id,product,inches,ram,weight,price_euros,tn_2_in_1_convertible,tn_gaming,tn_netbook,tn_notebook,tn_ultrabook,tn_workstation,scr_4k_ultra_hd,scr_full_hd,scr_hd,scr_other,scr_quad_hd+,cpu_ghz,cpu_intel,cpu_amd,so_windows,so_no,so_linux,so_chrome,so_mac,gpu_intel,gpu_nvidia,gpu_amd,memory_gb,company_acer,company_apple,company_asus,company_chuwi,company_dell,company_fujitsu,company_google,company_hp,company_huawei,company_lenovo,company_lg,company_mediacom,company_microsoft,company_msi,company_razer,company_samsung,company_toshiba,company_vero,company_xiaomi
113,547,XPS 13,13.3,8,1.2,1399.0,0,0,0,0,1,0,0,0,0,0,1,1.8,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1196,GS60 Ghost,15.6,16,1.91,2153.37,0,1,0,0,0,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,181,GT80S 6QF-074US,18.4,32,4.4,2799.0,0,1,0,0,0,0,0,1,0,0,0,2.9,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,427,Yoga 720-15IKB,15.6,16,2.0,1899.0,1,0,0,0,0,0,1,0,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,721,VivoBook E403NA,14.0,4,1.5,298.0,0,0,0,1,0,0,0,1,0,0,0,1.1,1,0,1,0,0,0,0,1,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,531,Inspiron 5770,17.3,8,2.8,889.0,0,0,0,1,0,0,0,1,0,0,0,1.6,1,0,0,0,1,0,0,0,0,1,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,742,ThinkPad 13,13.3,8,1.44,960.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,560,17-X047na (i3-6006U/8GB/1TB/W10),17.3,8,2.65,544.15,0,0,0,1,0,0,0,0,0,1,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,592,GT80S 6QE,17.3,16,4.5,2349.0,0,1,0,0,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,823,Vostro 3568,15.6,8,2.18,789.81,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,0,1,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,887,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,4,2.0,398.99,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,0,0,1,0,0,1,0,0,1024.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,417,ThinkPad P51,15.6,8,2.67,1925.0,0,0,0,0,0,1,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,558,Latitude 5580,15.6,8,1.9,1116.99,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,727,ProBook 470,17.3,8,2.63,1200.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,818,IdeaPad 310-15IKB,15.6,4,2.4,609.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,1027,EliteBook 840,14.0,8,1.54,1887.21,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,1041,ProBook 640,14.0,4,1.95,1060.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,749,Vostro 3568,15.6,8,2.0,665.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,250,Inspiron 5570,15.6,8,2.2,985.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,0,1,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,19,IdeaPad 320-15IKB,15.6,8,2.2,499.0,0,0,0,1,0,0,0,1,0,0,0,2.4,1,0,0,0,0,0,0,0,1,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,792,IdeaPad 110-15IBR,15.6,8,2.2,329.0,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,0,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134,36,IdeaPad 120S-14IAP,14.0,4,1.44,249.0,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,1,0,0,0,0,1,0,0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,1302,Yoga 500-14ISK,14.0,4,1.8,638.0,1,0,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,781,Tecra A40-C-1E5,14.0,4,1.75,1020.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,923,Latitude 5480,14.0,8,1.6,1205.0,0,0,0,1,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,619,Vostro 3568,15.6,4,2.18,443.9,0,0,0,1,0,0,0,0,1,0,0,2.0,1,0,0,0,1,0,0,1,0,0,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1304,IdeaPad 100S-14IBR,14.0,2,1.5,229.0,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,1,0,0,0,0,1,0,0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,739,Inspiron 3567,15.6,12,2.25,649.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,429,ProBook 650,15.6,8,2.31,1427.0,0,0,0,1,0,0,0,1,0,0,0,2.9,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,1133,Portege X30-D-10K,13.3,16,1.05,2226.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,1079,GS63VR 6RF,15.6,16,1.8,1929.0,0,1,0,0,0,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
144,1318,IdeaPad 100S-14IBR,14.0,2,1.5,229.0,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,1,0,0,0,0,1,0,0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,55,Aspire 3,15.6,4,2.4,384.0,0,0,0,1,0,0,0,0,1,0,0,2.4,1,0,1,0,0,0,0,1,0,0,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1288,Yoga 500-14ISK,14.0,4,1.8,638.0,1,0,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,939,Latitude 3580,15.6,4,1.95,729.9,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1093,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,4,2.1,540.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,922,Gram 14Z970,14.0,8,0.98,1899.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,27,MacBook Air,13.3,8,1.35,1099.0,0,0,0,0,1,0,0,0,0,1,0,1.6,1,0,0,0,0,0,1,1,0,0,128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,332,Aspire E5-575,15.6,6,2.23,549.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,812,XPS 15,15.6,8,2.06,1749.0,0,0,0,1,0,0,1,0,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,208,Precision 7520,15.6,16,2.8,3055.0,0,0,0,0,0,1,1,0,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,604,Thinkpad T470p,14.0,8,1.7,1474.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,534,IdeaPad 320-15ISK,15.6,8,2.2,459.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,0,0,0,0,0,0,1,0,2048.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,1258,IdeaPad 320-15ABR,15.6,6,2.2,597.57,0,0,0,1,0,0,0,1,0,0,0,3.6,0,1,1,0,0,0,0,0,0,1,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,1008,Inspiron 5378,13.3,8,1.68,889.0,1,0,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,87,Inspiron 7577,15.6,16,2.65,1349.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,667,Alienware 17,17.3,32,4.42,3147.37,0,1,0,0,0,0,1,0,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,384,VivoBook E403NA,14.0,4,1.5,286.0,0,0,0,1,0,0,0,0,1,0,0,1.1,1,0,1,0,0,0,0,1,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,569,EliteBook 1030,13.3,16,1.16,1965.0,0,0,0,0,1,0,0,0,0,0,1,1.2,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,527,Legion Y720-15IKB,15.6,8,3.2,1399.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,608,ProBook 450,15.6,4,2.1,668.48,0,0,0,1,0,0,0,0,1,0,0,2.4,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,537,Alienware 17,17.3,16,4.42,3012.77,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,7,MacBook Pro,15.4,16,2.04,2139.97,0,0,0,0,1,0,0,0,0,1,0,2.2,1,0,0,0,0,0,1,1,0,0,256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,747,Aspire ES1-572,15.6,4,2.4,410.8,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,450,IdeaPad 320-15IAP,15.6,4,2.2,349.0,0,0,0,1,0,0,0,1,0,0,0,1.1,1,0,1,0,0,0,0,1,0,0,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,573,Latitude 5580,15.6,4,1.93,959.0,0,0,0,1,0,0,0,0,1,0,0,2.6,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1217,GS73VR 7RF,17.3,16,2.43,2048.9,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,76,Aspire E5-475,14.0,8,2.1,389.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,400,Leopard GP72M,17.3,8,2.7,1349.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,102,Omen 15-ce007nv,15.6,12,2.62,1249.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,931,GE72VR 6RF,17.3,16,2.7,1599.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,1262,EliteBook 840,14.0,4,1.54,1099.99,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,1180,Pavilion 15-cb003nv,15.6,8,2.62,899.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,1105,Inspiron 3552,15.6,4,2.2,393.49,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,0,0,1,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,571,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,8,2.5,839.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1044,ProBook 440,14.0,4,1.64,973.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,765,15-cb003na (i5-7300HQ/8GB/1TB,15.6,8,2.2,1099.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,810,Pro P2540UA-XS51,15.6,8,2.37,1099.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,539,Zenbook UX510UW-FI095T,15.6,8,2.0,1299.0,0,0,0,1,0,0,1,0,0,0,0,2.7,1,0,1,0,0,0,0,0,1,0,256.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,228,ProBook 450,15.6,8,2.1,794.0,0,0,0,1,0,0,0,1,0,0,0,1.6,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,868,EliteBook x360,13.3,8,1.28,2559.0,1,0,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,1175,ThinkPad T460s,14.0,12,1.4,2299.0,0,0,0,0,1,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,819,Omen 17-an012dx,17.3,12,3.74,1749.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,0,1,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,774,TravelMate P238-M,13.3,4,1.6,655.0,0,0,0,1,0,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,487,Inspiron 7570,15.6,8,2.16,1262.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1170,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,8,2.32,599.0,0,0,0,1,0,0,0,1,0,0,0,2.3,1,0,0,0,0,0,0,0,0,1,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,804,ThinkPad X1,14.0,8,1.42,2330.0,1,0,0,0,0,0,0,0,0,1,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,719,Latitude 5480,14.0,8,1.64,1089.0,0,0,0,1,0,0,0,1,0,0,0,2.8,1,0,0,0,1,0,0,0,1,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,357,Elitebook 850,15.6,8,1.84,1304.0,0,0,0,1,0,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,528,Spectre X360,13.3,8,1.32,1399.0,0,0,0,0,1,0,0,1,0,0,0,2.7,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,314,250 G6,15.6,4,1.86,469.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,730,ThinkPad T470s,14.0,8,1.32,1499.0,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,971,ProBook x360,11.6,4,1.45,775.0,1,0,0,0,0,0,0,0,1,0,0,1.1,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
196,1239,GP62MVR 6RF,15.6,8,2.2,1476.11,0,1,0,0,0,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,1049,EliteBook 820,12.5,8,1.26,1349.0,0,0,0,0,1,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,287,Legion Y520-15IKBN,15.6,8,2.5,829.0,0,1,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,1038,Latitude E5570,15.6,8,2.09,1046.44,0,0,0,1,0,0,0,1,0,0,0,2.4,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1045,Aspire 3,15.6,6,2.1,409.0,0,0,0,1,0,0,0,0,1,0,0,2.5,0,1,1,0,0,0,0,0,0,1,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,141,IdeaPad 320-15IKBN,15.6,4,2.2,499.0,0,0,0,1,0,0,0,1,0,0,0,2.5,1,0,0,0,0,0,0,0,1,0,1024.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,1120,Latitude E5270,12.5,8,1.5,1413.1,0,0,0,0,1,0,0,0,1,0,0,2.3,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1071,Aspire ES1-523,15.6,8,2.4,449.0,0,0,0,1,0,0,0,0,1,0,0,2.2,0,1,1,0,0,0,0,0,0,1,1024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2,Macbook Air,13.3,8,1.34,898.94,0,0,0,0,1,0,0,0,0,1,0,1.8,1,0,0,0,0,0,1,1,0,0,128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,62,Vostro 5471,14.0,8,1.7,879.0,0,0,0,0,1,0,0,1,0,0,0,1.6,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,316,XPS 13,13.3,16,1.21,2499.0,0,0,0,0,1,0,1,0,0,0,0,1.8,1,0,1,0,0,0,0,1,0,0,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1221,XPS 13,13.3,16,1.2,2680.0,0,0,0,0,1,0,0,0,0,0,1,2.7,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,829,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,4,2.1,489.9,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,934,Vostro 3568,15.6,4,2.18,684.99,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,0,1,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,189,Inspiron 7773,17.3,16,2.77,1549.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,1,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1303,Yoga 900-13ISK,13.3,16,1.3,1499.0,1,0,0,0,0,0,0,0,0,0,1,2.5,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,289,Aspire A517-51G,15.6,8,3.0,951.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,1,0,256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,588,Latitude 5580,15.6,8,1.9,1008.52,0,0,0,1,0,0,0,0,1,0,0,2.6,1,0,1,0,0,0,0,1,0,0,500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1295,Aspire ES1-531,15.6,4,2.4,289.0,0,0,0,1,0,0,0,0,1,0,0,1.6,1,0,0,0,1,0,0,1,0,0,500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1219,IdeaPad 310-15ISK,15.6,8,2.2,629.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,0,0,0,0,0,0,1,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,708,Inspiron 5577,15.6,8,2.56,819.0,0,1,0,0,0,0,0,1,0,0,0,2.5,1,0,1,0,0,0,0,0,1,0,1024.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,932,Inspiron 7567,15.6,16,2.6,1349.0,0,1,0,0,0,0,0,1,0,0,0,2.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1211,"MacBook 12""",12.0,8,0.92,1163.0,0,0,0,0,1,0,0,0,0,1,0,1.1,1,0,0,0,0,0,1,1,0,0,256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,954,Omen 17-W006na,17.3,8,2.75,1399.0,0,1,0,0,0,0,0,1,0,0,0,2.3,1,0,1,0,0,0,0,0,1,0,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,100,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,15.6,6,2.0,577.0,0,0,0,1,0,0,0,1,0,0,0,2.4,1,0,1,0,0,0,0,0,1,0,256.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,224,Inspiron 5379,13.3,16,1.62,1279.0,1,0,0,0,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,246,VivoBook Pro,17.3,8,2.1,1145.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,1,0,128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1073,GT62VR 6RD,15.6,16,2.94,1819.0,0,1,0,0,0,0,0,1,0,0,0,2.6,1,0,1,0,0,0,0,0,1,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,1067,ProBook 450,15.6,4,2.04,979.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,1,0,0,256.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225,192,Swift 7,13.3,8,1.12,989.0,0,0,0,0,1,0,0,1,0,0,0,1.2,1,0,1,0,0,0,0,1,0,0,256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,220,Inspiron 5370,13.3,8,1.4,931.88,0,0,0,0,1,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,0,0,1,256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,279,Satellite Pro,15.6,8,2.2,812.0,0,0,0,1,0,0,0,0,1,0,0,2.5,1,0,1,0,0,0,0,0,1,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,54,ProBook 430,13.3,8,1.49,1103.0,0,0,0,1,0,0,0,1,0,0,0,1.8,1,0,1,0,0,0,0,1,0,0,512.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
